@relation kin8nm

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute theta4 numeric
@attribute theta5 numeric
@attribute theta6 numeric
@attribute theta7 numeric
@attribute theta8 numeric
@attribute binaryClass {P,N}

@data
0.791265,-0.235289,-0.733025,0.537285,-1.212369,-0.126183,-0.65817,-1.245365,P
0.425488,0.769064,1.369026,1.207568,0.093209,-0.182083,-0.321832,-1.555768,P
0.915051,1.140193,0.197526,0.901257,-1.092651,-0.365616,0.795842,-0.316711,P
1.160679,-0.495699,-0.851134,-1.331675,-1.570664,0.042795,-1.180631,-1.097149,P
1.386791,0.288236,-1.334701,-0.751643,0.646262,-0.161443,-0.566755,1.365208,N
0.312028,0.05346,-1.343318,-0.512202,1.237457,0.955985,-0.137489,-1.144856,N
0.931731,0.009915,1.483282,-0.613087,0.589073,1.127758,1.432938,0.658964,P
-1.231691,0.129982,0.974628,0.266796,1.385586,1.000271,-0.057216,1.09297,P
-1.072636,1.200061,0.311956,0.97982,-1.085217,0.897179,-0.300478,0.656846,P
-1.335489,0.396229,-0.279069,-0.395413,0.84443,-0.759708,1.553026,0.051721,N
1.12283,-0.763391,0.092877,-1.240246,-1.382022,-0.985009,1.353519,-0.953893,P
-0.14197,-0.047512,-0.394339,-0.346236,1.289262,1.152424,0.328428,-0.539406,N
1.525215,-0.564072,1.0969,-0.955018,1.056237,0.8656,0.116126,0.842765,P
-1.100659,0.965683,0.737651,-0.597235,-0.964092,-0.574504,0.805152,-1.09156,P
-1.078446,0.772625,0.972885,-0.336093,0.835128,1.561616,1.351482,1.050858,P
1.553008,1.307701,-0.711993,-0.124955,-0.648155,1.213968,0.639085,-0.26144,N
1.061201,-0.056354,-0.136134,-1.536551,1.496103,-1.484836,-0.006305,1.064126,P
0.790986,-1.522264,-0.926095,-0.923263,-0.308572,1.16964,0.851881,-0.319171,N
-1.114359,0.437105,-1.436722,-0.957971,0.594055,1.192008,1.322415,1.541147,N
1.146271,1.385246,-0.697481,0.037503,0.302011,0.137847,-0.937914,-0.37227,N
1.132558,-0.510924,-1.280085,-1.152735,-0.90757,1.445243,0.993159,1.315065,N
-0.007349,-1.126892,-0.763975,0.185612,-1.089665,-0.598483,0.743224,1.197804,N
-0.991012,0.992534,-0.435781,-0.019302,1.484856,0.670711,0.385641,0.157339,N
0.780822,-0.33017,-1.12379,-0.831888,-0.843834,0.607602,0.366483,-0.819557,N
0.835566,-1.11802,-0.277591,-1.461753,-1.169292,-1.350261,-1.187009,-1.550811,P
0.432324,-0.695531,-0.210072,-0.418917,1.515021,1.036488,-0.949069,1.315678,N
-0.440033,0.073624,0.475522,-0.425639,0.35457,0.11799,-1.129116,-1.078625,N
-0.328837,-0.396027,-0.118603,-0.305995,-0.348195,0.719227,1.30381,-1.460259,P
-0.704491,1.01489,1.54449,-0.077629,0.67445,-0.795639,0.523304,-0.453323,P
0.279077,1.548688,-0.744178,-0.945072,0.611994,1.452562,-1.287118,-0.637359,N
0.052729,0.70756,-0.712803,0.062172,0.207862,-0.106359,0.415634,0.744623,N
0.28998,1.030817,-1.190739,-1.217578,0.084036,-0.007978,-1.343295,-1.228816,N
1.085621,-0.94762,-0.805347,0.496212,-1.325731,0.997917,-1.27566,0.114301,P
-0.341555,1.223266,-1.482011,-1.093679,-1.391438,-0.967347,1.359778,1.544926,P
-0.823408,0.845292,1.522577,0.004814,0.124426,-0.451257,-1.303988,0.308001,N
-0.304936,0.544152,-1.462353,-0.772209,-1.069912,-0.468539,-0.367023,-0.763965,P
-1.126104,0.387871,-1.093333,-0.604685,0.467757,1.239039,1.527063,-0.273948,P
-1.471401,0.151073,-0.472581,0.105316,1.327843,-1.088972,-1.456773,1.332061,P
0.787403,0.67962,-0.71593,1.335789,-0.818024,0.571324,-1.556608,0.960921,N
1.487057,-0.449628,-0.338498,0.787596,-0.916075,1.531955,1.276712,-0.727906,N
-1.549538,-1.370486,0.280149,-1.542103,0.47848,-0.933074,0.627197,-0.548774,N
0.712941,0.394249,-0.776083,0.021602,-0.659958,0.654927,1.253198,0.476302,P
0.362833,0.529158,0.261906,-1.354318,1.043295,-0.779656,1.255064,0.437593,N
0.29453,-0.290676,0.484937,-1.175418,1.424015,-0.100481,1.200758,0.159239,N
-0.979666,-0.207765,1.044486,-0.921886,0.764517,1.401161,-0.451262,-0.307716,N
-0.152641,1.543002,-0.536529,0.190495,0.131501,-0.059732,-0.553734,-0.723769,N
1.241838,-0.617053,-1.070117,0.371306,-1.536244,1.401634,-1.20649,-0.143495,P
-1.173663,-0.40998,0.163715,1.335516,1.096404,-1.5442,1.51088,1.026742,N
0.301145,-1.023456,-0.475722,-0.664327,-1.315058,-0.673532,-0.128331,-0.318685,P
0.240676,-1.006152,-0.1088,-0.119809,-1.072064,-0.899637,1.411074,0.276931,P
-1.323135,0.805204,-0.19614,0.133697,-1.149302,0.294719,0.029571,-1.456244,P
1.404376,-0.918074,-0.99142,0.810565,1.33986,-0.953927,0.624783,1.056346,N
0.553011,1.426783,0.215249,1.214927,0.095546,-1.101815,1.525506,0.871347,N
-1.518455,0.163223,-1.424337,-1.078921,0.480221,1.485642,0.647073,-1.376915,P
-1.521554,0.676671,0.096512,-0.156413,0.316094,-0.199787,-0.832148,-0.845127,N
-0.195714,0.24048,1.018931,0.683175,0.160165,0.538409,0.459578,-0.915547,P
-0.112778,-1.486243,0.3585,-0.395566,-0.444663,1.253472,-1.041675,-0.075237,N
-1.072785,-0.478981,-0.272185,-0.665219,0.391747,-0.42005,0.670861,1.546773,N
-0.703469,-1.471872,-0.446008,0.58508,-0.683457,-0.628779,-0.021221,-0.073093,N
-1.387177,-0.853322,-0.223791,0.247701,-1.19139,0.436772,1.473631,-0.118671,N
-0.531608,-0.409678,-0.761038,0.493932,0.813495,-1.082229,-0.99701,0.407919,N
-0.050812,0.912148,-1.338028,1.420546,0.20425,0.795755,0.514404,0.934078,N
0.5129,-0.507775,-0.71912,-0.98457,-0.930749,0.486168,-0.078332,0.507317,P
-0.218372,1.534736,-0.543879,-0.906059,-1.112189,-0.251365,-0.195833,0.188426,P
-0.802833,-1.306715,1.057905,-0.836351,-0.081716,0.747071,1.030608,0.14242,P
-0.082091,0.912265,-1.210347,-1.066732,-0.521687,-0.930209,-1.31168,-0.248456,N
-0.545921,1.467296,-0.481736,0.500461,0.196832,-1.453448,-0.843379,-0.627621,N
1.290521,-0.667571,-0.65507,1.21018,0.060751,0.925013,0.19549,1.049658,P
0.235067,-1.244114,1.519147,0.822053,0.018481,-1.055029,-0.510825,1.559251,P
-1.35013,0.618361,0.580239,-0.486204,-0.403187,-0.730761,0.536437,-0.830118,N
0.083924,0.397313,0.568107,-0.342835,0.051399,-1.421486,-0.479717,0.015954,P
-0.067941,-1.382351,0.870456,-0.350369,-0.075825,0.903773,-1.272502,1.102816,N
-1.487929,-1.096535,-0.650144,-1.312328,1.100133,0.108937,1.022739,-0.361016,N
-0.544641,-0.877536,-0.515512,0.832235,-1.483269,-0.63661,1.514928,-1.185688,P
0.823973,1.028725,0.303232,1.00447,-0.755728,0.754097,-1.217712,-0.73568,P
0.381587,-1.553134,0.754357,-0.788005,-0.057713,0.922559,1.389299,0.732692,P
1.340476,-0.033474,-0.988888,0.959344,0.76345,-1.459682,-1.504365,-0.687877,P
1.012392,-0.25628,-1.219599,1.033145,1.044771,-0.176114,-0.33044,-0.085257,N
0.409639,-0.179884,1.094072,0.490341,1.106585,-0.568323,0.627168,-0.353431,P
1.569474,-1.103677,0.332392,0.760604,0.139743,-1.37122,0.765485,0.637243,N
1.333042,-1.542439,0.760816,0.339081,-1.245904,0.625214,0.678375,0.445847,P
-1.402973,0.644824,0.744988,0.076968,-1.184709,-0.654511,0.612743,0.659629,P
1.033896,-0.937405,-1.383405,-0.732553,0.007966,1.48577,0.227269,-0.303874,N
0.538564,0.114004,0.043724,-0.124294,-1.212072,-1.189626,-0.46238,1.027351,N
0.72403,-0.298967,-0.255191,0.153073,-1.213342,-0.939618,1.072987,0.495854,P
1.385148,-1.334073,-0.718567,-0.262855,-0.561455,0.624437,0.954796,-0.826407,N
0.971643,-0.212193,-0.673393,-0.72474,0.962872,-1.154256,-0.004313,-0.434543,N
0.405404,-0.623606,1.447095,-0.757369,0.63763,-0.236764,-0.23357,0.836872,P
-0.481234,-0.598223,-0.885925,0.635562,0.666387,1.106532,1.385847,0.401634,P
1.499332,-1.229819,1.402195,0.473472,0.187034,-0.737948,0.162312,-1.014916,P
0.549084,-1.028543,-1.535853,-0.015316,-1.254501,0.310997,1.075767,1.153973,P
-1.547209,1.45542,1.388173,0.197764,-1.177118,-0.692065,0.557207,-1.375443,P
-0.980315,0.808299,1.558057,0.008507,-1.205094,-1.354729,-0.117073,-1.238827,P
1.499074,0.832079,1.083144,-1.543644,-0.172545,1.326102,-1.001239,1.506336,P
-0.634395,1.523487,-1.125023,-0.753601,-0.265831,1.343681,-1.459616,-1.099871,N
0.282144,1.264604,0.979388,1.131011,-0.484334,1.475349,0.924756,-0.403566,P
1.327463,1.317213,-1.371913,-0.88159,-0.326944,-0.399945,0.917418,-0.043032,P
-0.916045,-0.404672,1.554506,-1.126434,-0.304719,1.128349,0.113798,-0.679806,P
0.979028,0.224526,1.103163,-0.741937,-0.619364,1.507371,-0.62826,0.479014,P
-1.142849,0.563782,-0.814438,-0.759864,-1.560565,0.583942,-0.276616,-1.111836,N
-0.172033,0.442929,-0.346073,-0.457485,0.738781,-0.017448,0.476089,-0.427151,N
-1.091189,-1.261853,-1.364253,-1.469423,1.117999,-1.082745,-0.009498,-0.580676,N
1.001454,0.926735,1.485197,-0.537577,0.338524,1.55753,0.596096,1.51157,P
-1.21588,-0.385211,-1.392138,0.164631,0.150423,-1.49197,0.050389,-1.098783,N
0.770618,0.575324,0.913374,-0.785616,-0.826927,0.652137,-1.343622,-0.956879,P
-1.015041,-0.350538,1.260492,0.262782,0.242013,-0.545794,-0.481753,-0.445219,N
-0.94991,-1.000188,1.324287,-0.509393,-0.85844,0.29461,-0.939766,0.471373,N
0.42954,0.500533,-0.89151,-0.523578,1.531185,0.359775,1.280232,-0.727612,P
-0.095946,-0.721105,-1.353843,-0.175451,-1.306735,-0.830959,0.096353,1.238741,N
-0.926791,0.6575,0.513202,1.145323,0.584173,-1.550607,1.479553,0.18269,P
-0.556284,-1.516693,-1.42655,0.899,0.712544,-1.540486,1.147412,1.133022,N
-0.088326,-0.177135,0.61646,1.569701,-0.031146,-1.078666,1.459691,1.499277,P
1.484661,1.117576,-0.134419,-1.13152,1.183205,0.993382,0.33394,-0.373209,N
-0.981691,-0.47683,-0.368641,-1.395625,-0.154522,1.345829,-1.501791,1.236333,N
0.369515,0.113543,-0.531792,-1.143276,1.052705,-0.125012,-1.046037,0.555167,P
-0.48892,1.367914,0.008029,-1.053158,-0.638921,0.648204,-0.388976,0.163588,N
1.125529,0.36049,-0.140166,-0.699503,-0.376425,-0.686272,0.129542,0.522205,P
1.241055,-1.372338,0.424722,-0.71259,0.595119,-1.387485,0.081939,-0.905499,N
1.377311,0.68683,0.59976,-0.749008,-0.67403,0.576179,1.124882,-0.842117,P
1.206036,1.341446,-1.20121,-0.221934,0.169332,1.45538,-0.214548,-0.584275,N
0.283462,-1.53539,-0.86882,-0.966629,-0.322717,0.136304,0.643601,0.704203,N
1.483268,-0.251097,-0.135702,-0.954329,-1.517877,0.645821,0.506142,1.165531,P
0.752556,-1.025778,0.052223,1.56744,-1.217373,0.11272,-0.706231,1.252903,N
0.157067,0.813163,1.215408,-1.429935,0.806229,0.112407,-0.686526,-0.549367,N
0.891897,0.907503,0.72703,0.266707,0.595792,1.124427,0.632883,-0.070137,P
-1.565858,-0.025318,1.532777,-0.511816,1.218538,1.563468,-0.567421,-0.695751,P
-0.248847,-1.408253,0.319335,-0.404817,-0.072201,0.926969,1.226875,-0.48411,P
-0.911743,0.246457,1.230059,0.93348,-0.823584,0.401749,-1.329633,0.292011,N
1.029902,-1.551901,-1.221888,-0.118638,-0.119323,0.913955,-0.987136,0.669436,N
-0.617147,-1.29097,0.319377,0.961378,-1.123093,-1.549431,-0.040997,1.16259,N
1.156823,-1.489255,-1.20497,0.668962,-1.139195,-0.629233,-1.019623,-1.052484,N
-0.595548,-0.843273,-1.217434,-0.511179,1.56193,-0.915716,0.589454,1.212095,N
-0.268761,-1.168247,-0.214241,0.862202,0.204185,0.217576,1.518349,-1.550246,P
0.546652,0.225517,-0.486044,-1.144018,1.123275,-0.006071,-0.269456,1.384411,N
1.567588,1.509191,-0.802425,-0.966988,1.052422,-1.502678,1.43004,1.161547,N
1.059452,-0.248058,0.508757,-0.708325,0.891497,-0.240832,1.499839,0.26441,N
-0.341392,-0.225086,-0.733802,-1.322946,1.139319,-1.29858,-0.345831,-1.409349,N
-1.227922,-0.545403,0.879486,1.44017,0.532315,-0.596395,-0.439678,0.687996,N
-0.562189,0.579076,0.322821,-1.027763,-0.635705,1.206594,-0.636039,-1.057932,N
1.198901,-0.11832,0.113644,-1.140893,0.255643,0.246371,0.93694,0.756638,N
-0.241983,0.021177,-0.065503,1.299277,-1.103829,0.146297,1.487868,-0.356455,P
1.358029,0.926975,-1.347614,-0.266954,-0.947374,-1.05803,-0.475485,0.073843,N
0.719192,0.512195,1.530978,-0.500167,-0.926776,-0.893733,0.737932,0.143119,P
-1.380767,0.498461,1.501336,0.588202,-0.305396,-1.019185,-0.585218,-1.063516,P
0.3961,-0.986749,-0.320294,-0.676777,0.576405,-1.484518,0.563413,1.147626,P
0.222071,0.176248,1.513561,1.111111,-1.038957,0.228554,0.518568,-1.229549,P
0.130756,-0.317461,0.935379,0.813777,-0.774515,-0.860182,0.79472,0.365452,P
-1.498757,-1.150069,0.379581,-1.338953,1.49072,0.527275,-1.196022,0.33777,N
-0.309862,1.013112,-0.950844,-0.560438,0.32644,-0.525123,1.503493,0.048599,N
0.906613,-0.056577,0.449624,-0.78162,1.261447,-1.005509,1.378223,-0.012426,N
0.717312,1.014093,1.304617,1.456824,-1.474629,-0.958605,0.825133,-1.493956,P
1.566185,0.713574,1.522957,-0.730405,-0.066172,-1.180563,1.028477,-1.304771,P
-0.528316,-1.566104,-1.366889,1.421609,-0.030778,0.584642,0.57886,-0.965756,N
-1.258466,-1.249053,1.158687,1.176654,1.085192,-0.81896,-0.606693,1.151849,N
1.309459,-0.707621,-0.682653,-0.302441,-1.266692,-0.949542,0.923159,0.628813,P
1.224236,1.082242,-0.260164,-0.027107,1.287857,0.341854,-0.792568,0.135964,N
1.449479,-0.587845,0.514867,-0.055838,-0.553511,-0.435689,-0.338789,1.211779,P
1.482319,0.404588,1.419762,0.858807,-0.608138,0.421225,-1.461461,-0.574664,P
0.511499,1.503618,1.541595,1.499241,-1.374934,1.517928,1.342953,-1.12651,P
1.360188,0.338398,0.873362,-0.976359,1.033913,-1.066985,-1.328447,1.1311,P
-0.69256,1.180781,1.073262,-1.130797,0.823334,-0.602077,0.086737,0.620422,P
-0.249765,-0.058036,-0.704435,1.3275,-0.938933,-0.031693,0.093461,0.481872,P
-0.638066,-1.524194,1.224212,-0.296298,-0.434332,1.410502,0.006593,-0.196784,P
1.427502,-0.578455,1.034716,-0.46143,1.241279,-0.148551,0.845964,0.741532,P
-0.324753,1.14045,-1.379509,1.331944,-1.133524,0.861382,-0.731083,0.226648,P
-1.169724,0.677331,-0.450395,-1.003847,-0.527428,0.780767,-0.542556,-1.476543,N
0.529843,-1.238141,1.45734,-1.308002,1.093265,-0.075884,1.298683,-0.824844,P
-1.352075,0.471761,-1.479616,1.269277,-0.672522,0.099923,-0.81536,0.688299,N
-1.188008,-0.485043,0.936141,1.318117,0.372217,-1.348876,-0.135045,0.904988,N
1.118204,0.319595,0.632297,-0.913108,0.945861,-0.832718,-1.463918,-1.451522,P
0.653188,-0.697665,-0.988097,0.069454,0.622763,0.296135,0.890528,-1.268365,P
1.402087,-1.226899,-0.485194,-1.361035,-1.010063,0.853872,0.552196,1.445425,N
-0.211972,0.927557,0.921126,-0.973604,1.038132,0.2289,0.496492,-0.671733,P
-0.047973,0.869485,-0.401782,1.189199,-0.512932,-1.328111,0.466183,1.068856,N
1.09981,-1.259101,-1.461341,0.055001,-0.310795,-0.540984,-0.000967,0.640834,N
-0.630918,0.059529,0.211812,0.777692,0.940195,-0.547808,-0.547009,1.114518,N
-0.965099,1.475724,0.499523,-1.489561,-0.350645,0.992393,-1.280204,1.522258,P
-0.383077,-0.386037,1.142266,0.30051,0.331856,0.433613,0.379583,-0.533266,P
-1.250748,-0.737767,-0.208172,-1.008787,1.170968,-0.766016,-0.923601,0.36057,N
-0.926263,0.220192,0.9851,0.496692,1.525456,-0.177496,-0.355034,-0.030734,N
-1.108477,-0.036248,0.38964,0.688841,-0.20254,1.344058,-1.175052,-1.325643,P
-0.535163,0.242387,-1.53477,0.577129,1.40382,1.530515,-1.039496,0.098649,N
-0.110726,-0.84672,0.746027,-1.424674,0.642078,-0.002831,-0.405251,-0.767432,N
-1.153674,0.585986,0.382948,0.726963,0.041205,-0.454987,-0.076655,1.144742,N
0.112092,-0.234181,-0.913644,0.405746,1.387493,-0.32258,-0.288589,0.570158,N
-1.020045,0.529903,0.486589,-1.028825,-0.444342,0.791704,0.311939,0.780126,N
-0.233989,-0.335416,0.54014,-0.142059,-0.495247,1.517671,-0.551963,-1.4384,P
0.614602,-1.326232,-1.074787,0.019836,-1.531996,0.901529,0.287936,-0.627296,N
0.058805,-0.375725,0.213952,0.367668,0.240131,0.097825,1.291216,0.218674,P
-1.266014,-0.212934,-1.228323,-0.109128,-1.061711,1.085583,-0.655525,-0.410581,P
0.104972,-0.506431,-1.02479,0.569762,0.073441,-0.976324,0.160955,1.446253,N
-1.308223,-1.018119,-1.437186,0.411276,-0.328875,-0.544047,0.256573,0.669732,N
0.707831,0.730626,0.914743,0.806248,-1.335351,1.383346,-1.177562,-0.147132,P
-0.702545,-0.856844,-0.868872,0.916139,0.289859,-1.033288,0.745106,-0.421935,N
-1.561424,0.08249,-1.015041,0.608572,-0.956843,0.25092,0.610745,-0.882207,N
-1.121426,0.971863,-0.945091,-0.757876,0.148342,1.197967,1.213363,1.061628,N
-1.386457,0.959646,-0.257192,1.540681,-1.244742,-0.243511,0.90612,-1.470514,P
-0.989735,-0.158829,0.213951,1.213769,-0.513723,0.805414,-1.287353,-0.012491,N
0.260674,0.915013,-1.25532,1.450621,-1.045716,-0.528961,-0.400733,0.549914,N
-1.38158,0.532057,0.770657,-1.314167,-1.281674,0.468093,0.456887,-0.161512,N
-0.708564,1.303132,-0.352218,1.336979,0.799124,0.69309,0.853254,-0.19674,P
0.936779,-1.451262,-0.963442,-1.20051,0.569617,-0.264883,-0.725098,1.485518,P
-1.21024,-0.035637,-0.801098,1.480604,1.113172,-0.254242,-0.483434,0.861034,N
1.312962,1.093217,0.815921,-0.051635,0.905,-0.480313,-0.913592,1.229764,P
0.406065,-1.479525,0.138794,-0.754975,-1.263184,1.27982,1.356978,0.099858,N
1.202735,-0.67482,-1.49328,0.031891,0.552054,-0.546743,-1.226377,0.700353,N
1.362745,-0.55546,0.630357,-1.226889,1.246776,0.040718,0.271089,-0.70973,N
1.444487,1.20512,0.966415,1.097332,0.145114,-0.519118,0.888358,0.191663,P
-0.738393,0.603879,0.502739,-1.428819,1.059553,-0.612073,-1.353345,1.142706,P
-0.877371,-1.093167,-1.35494,0.169538,1.355129,-1.539434,-0.537228,0.911179,N
0.654035,-0.822044,0.921671,-0.005939,-0.890572,0.883598,-0.245222,-1.072794,P
-0.065744,0.638792,-0.675991,0.714749,-1.293453,0.328483,0.32091,-0.849517,P
0.875476,1.359182,-1.385943,-0.658785,0.756259,1.029543,-0.577437,0.703673,N
-1.092114,1.250843,1.361463,-1.230761,-0.432422,-0.360914,-0.611295,-1.460307,P
1.165644,-0.626919,-1.24831,-1.159376,-1.205961,0.527503,-1.028208,-1.250221,P
0.005538,0.278241,-0.791554,-1.476096,0.965867,0.175389,0.809603,-1.48952,N
-1.169089,-1.442062,0.996623,0.413436,0.70985,0.945189,0.758239,0.983077,P
-1.359361,0.658848,-0.731206,-0.589596,-1.325484,-1.241136,1.423556,0.940687,P
-1.120452,-0.851169,0.531272,-0.764745,-0.375398,0.403475,-0.668567,-1.515971,N
-0.73312,1.208364,0.681533,-0.81313,-0.989703,-1.490106,0.863089,-0.610797,P
-0.227376,-1.4199,0.277941,-0.348413,0.793578,0.557976,1.198591,1.052383,N
-1.327745,-0.716959,-0.189848,0.143959,-1.538596,0.243975,0.81931,0.227715,P
-0.670051,1.225449,1.074806,0.495374,-0.740755,0.706645,0.54586,0.744526,P
1.066213,-0.168269,0.109493,0.524332,0.254926,1.366208,0.81489,0.290779,P
0.192322,-0.66697,-0.720711,0.277078,-0.59102,-0.047842,-1.482297,-1.193689,N
-0.345282,-0.557724,0.987133,1.017456,0.437728,0.16276,-0.142419,-0.112264,P
-0.636511,0.850351,-0.000138,0.696091,-0.709163,-0.815768,0.253767,1.280158,N
-0.719545,0.743762,0.822583,-0.084135,0.303842,-0.699953,-1.219126,-1.146878,N
-1.400737,0.017705,-0.990648,-0.336663,-1.557993,1.150424,-0.387569,1.238531,P
0.908599,-0.884024,0.612686,-0.282817,-0.02004,-1.326018,-1.344277,-0.195655,P
-0.466242,-1.191856,-0.73456,-0.083724,-0.662908,0.074537,1.074293,0.877647,N
-0.996046,-0.731216,0.710268,0.27597,-1.410034,-0.749145,0.911395,0.82845,P
0.995285,0.365455,-0.575089,1.233554,-1.410269,0.621709,-0.595018,0.218867,P
-1.219923,0.396141,1.160536,0.970213,0.926759,0.12282,-0.78636,-0.30454,P
-1.205349,0.899056,-1.014525,1.507316,0.019323,0.211147,0.331249,-0.751968,P
-1.31157,-0.618643,1.449036,-0.344448,1.176086,-1.25993,0.401621,0.307152,N
0.999043,1.130572,0.322915,0.813998,-0.431069,-1.300425,-1.246504,0.673845,N
-0.895847,1.17527,-1.436316,-0.77286,-0.464168,-0.187295,1.297146,-0.128759,N
1.151748,-1.56546,-0.168617,1.022418,-0.695291,0.000653,-1.521621,0.509786,N
-1.068963,0.158851,-0.232578,-0.732074,0.961195,1.557726,-1.319229,0.857981,N
0.714617,-0.549794,-0.801215,-1.483884,0.736262,-1.332821,1.083449,0.178798,N
0.259553,-0.964638,-1.155363,1.472165,-0.381992,-1.163995,0.858673,-1.441723,P
-1.360878,1.089053,0.006331,-0.499724,1.279826,-0.570665,-0.759321,0.065648,N
-1.473689,0.788573,-0.414793,-1.377488,-0.446255,0.123739,-0.755446,0.640874,P
0.029107,-0.829732,-0.231466,-1.047911,-1.231815,-0.046893,1.541782,-1.356236,N
-0.880613,0.225478,-0.960197,-0.466581,-0.019756,0.409743,0.879923,1.135879,N
-0.421538,0.853498,0.336976,-0.418287,0.968428,0.182133,1.382376,-0.735551,P
-0.498752,0.224015,-0.733235,0.741875,-0.22091,1.201436,1.511814,-0.235706,N
-0.763786,1.399958,0.988665,-0.289398,0.526068,1.514084,-0.149005,0.036199,P
-0.407805,-1.430447,0.614142,-0.720955,1.180943,0.310112,-0.482427,-1.066651,N
0.974189,1.092138,-1.395155,0.033324,-0.478114,0.151693,0.298785,-1.266974,P
-0.787505,-0.757889,0.484762,0.869392,0.532588,-1.475003,1.411502,-0.312105,P
-0.061926,1.322346,1.240992,0.332191,0.809825,-0.062254,0.949495,0.90327,P
-0.915129,1.039226,0.318608,0.523995,1.347174,-0.159899,-1.128376,1.075869,N
0.659471,-0.984934,1.565372,0.902759,0.488755,-1.354002,1.182431,-0.882775,P
0.188958,-0.727228,1.510039,-1.224114,-0.753028,0.991355,-0.605485,0.937573,P
-0.33729,1.421588,1.432907,0.604885,1.334064,-1.308546,-0.761024,-0.443503,N
-1.407181,0.817729,-0.580974,0.114711,0.073472,1.552239,-1.104351,1.052653,N
-0.575274,-0.895044,-0.35691,-0.991877,0.195719,0.700646,-0.29457,-1.518776,N
1.193684,-1.052816,-1.288775,-1.193298,0.204808,1.064679,0.31372,-0.626963,N
0.03833,-1.23276,0.83481,0.170285,-0.982002,-0.446397,1.092003,-0.461885,P
0.183419,-0.197182,0.304265,-0.014586,1.4283,-0.479219,0.108571,-0.029912,N
0.81637,0.348783,-0.727665,-0.097497,0.530917,0.80445,-0.5191,-0.068144,N
1.397432,-0.213918,0.35146,1.282289,0.99584,-1.028135,-0.30311,1.391076,P
0.098005,-1.341714,0.797937,0.110789,-1.318186,-1.105012,1.300081,0.079337,P
0.975035,0.168465,-0.529704,-0.934428,-0.236445,1.167405,0.68404,1.377918,N
0.85808,0.813014,0.533831,-0.113322,0.188952,1.336827,-1.564146,-1.147474,N
-1.306498,1.538736,-0.283034,-0.798182,-0.43355,-0.613485,0.253901,0.642032,N
1.422029,-0.050983,-0.586284,-0.450242,-1.314317,-0.131387,1.024953,-0.735039,N
-1.200652,0.780192,1.500581,0.886518,-1.187371,0.31981,1.038475,-1.061408,P
-0.906402,-0.314221,-0.436575,-0.862247,-0.739233,-0.225323,-1.037165,-1.121755,N
-0.312659,-0.090871,1.246665,0.388476,0.717748,-1.383185,1.066567,-0.631325,P
1.031037,-0.451926,1.411313,0.889416,-0.524113,0.590394,-0.138656,-1.514567,P
-0.378896,0.85024,0.918839,0.721062,0.251912,-1.546429,0.677126,0.992632,N
-0.101286,-1.118452,-1.145423,-1.378522,-0.975622,-0.443469,-1.533676,1.308374,N
0.422875,1.461153,0.558292,0.430841,-1.301351,-1.520556,0.276926,-1.302502,P
0.982429,-0.228994,-0.731214,-0.218936,-0.038718,0.865845,-1.536866,-0.538823,N
-0.532004,-0.256735,0.404598,-0.850914,-0.431963,0.404212,0.07489,1.211168,P
-0.42367,-1.541101,-1.463184,-0.77741,0.216871,1.470507,-1.10739,-1.419446,N
1.373175,1.15144,0.659268,-0.044865,0.701567,-0.092029,-1.106055,0.631915,N
0.810887,0.043693,-0.0814,-0.059034,0.841972,-1.074992,-0.66848,-1.130105,N
0.341136,-0.781039,-1.491269,0.557413,1.285484,-0.084238,-0.812415,0.401134,N
0.06994,-1.342723,-0.134696,0.219056,0.390251,1.071011,-0.889842,-0.002523,N
0.521309,-1.085022,1.246357,-0.275826,-0.696332,-0.836861,1.55492,-1.563463,P
-0.264881,0.974689,-0.618287,1.176785,-0.81369,-0.218582,-1.370303,-0.83307,N
-0.224762,1.335474,0.832124,-1.245268,-0.328338,-1.187866,0.327417,0.675229,P
-1.379411,-1.362777,-0.866965,0.066451,1.405063,0.359093,-1.173283,1.149209,N
1.188027,1.155842,-0.370822,1.56883,-0.455133,0.276615,0.411681,0.245211,P
-0.793333,-1.375485,0.508545,-0.066871,0.362819,-0.482506,1.338677,-0.507773,N
-0.625558,1.205471,-1.153847,0.794707,0.067811,-1.031509,-0.948675,1.560159,N
1.152412,0.213031,0.347372,-1.406268,-0.696748,-1.265221,-0.802261,-1.27507,P
0.664968,-0.996002,1.201973,-0.945776,-1.524499,0.867948,0.106751,-1.29972,P
1.472711,-1.40178,1.112168,0.809249,0.573098,1.179477,0.318532,-0.907006,P
-0.761369,-0.919075,-0.265653,1.085012,-0.063727,0.015705,0.288285,-1.040405,P
-0.624104,0.317574,-0.627731,-1.147538,0.229966,0.064377,0.868356,0.024457,N
0.460886,-0.103173,-0.799993,-0.426457,0.874002,1.284278,-1.382086,-0.499628,N
-1.051342,0.134213,0.539093,-1.481668,-0.731115,-1.027401,0.215413,0.228036,P
1.556218,0.056436,0.184057,1.010514,-1.084263,-1.337697,1.329879,-0.149327,P
-1.546328,-0.236762,-1.027445,0.26437,1.171297,-1.442855,-1.160275,0.387725,P
1.260921,1.13798,1.059663,1.0468,0.766562,-0.101496,-0.875507,0.822531,P
-0.89389,0.006078,0.073563,0.655141,-0.071291,0.036909,0.579912,1.269147,N
