n_features,Combination,score,accuracy,accuracy_top_20pc,XGB_params,SVM_params,split_size
4,"('XGBClassifier',)",6200.0,0.636,0.7,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6600.0,0.641,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6650.0,0.656,0.745,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6750.0,0.654,0.755,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7450.0,0.654,0.825,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7300.0,0.651,0.81,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6750.0,0.638,0.755,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6950.0,0.626,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7100.0,0.637,0.79,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6200.0,0.641,0.7,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6650.0,0.623,0.745,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6550.0,0.633,0.735,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6600.0,0.67,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6850.0,0.686,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6900.0,0.685,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6550.0,0.656,0.735,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6850.0,0.647,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6650.0,0.661,0.745,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6200.0,0.638,0.7,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6500.0,0.62,0.73,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6550.0,0.631,0.735,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6550.0,0.633,0.735,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7100.0,0.645,0.79,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7150.0,0.655,0.795,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6650.0,0.657,0.745,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7150.0,0.648,0.795,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6950.0,0.661,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6900.0,0.657,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7200.0,0.64,0.8,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7050.0,0.653,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6800.0,0.626,0.76,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6900.0,0.631,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7000.0,0.639,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6600.0,0.657,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6950.0,0.635,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6950.0,0.659,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6400.0,0.657,0.72,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6750.0,0.634,0.755,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6900.0,0.651,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",7050.0,0.654,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7150.0,0.64,0.795,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7150.0,0.655,0.795,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6450.0,0.65,0.725,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6600.0,0.65,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6550.0,0.655,0.735,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6500.0,0.633,0.73,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7000.0,0.64,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6950.0,0.646,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6800.0,0.665,0.76,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7350.0,0.642,0.815,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7350.0,0.66,0.815,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6500.0,0.621,0.73,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6900.0,0.622,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6850.0,0.63,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",7000.0,0.648,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7050.0,0.645,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7000.0,0.657,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6200.0,0.636,0.7,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6250.0,0.628,0.705,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6250.0,0.633,0.705,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6850.0,0.67,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7200.0,0.652,0.8,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7050.0,0.673,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",7050.0,0.665,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6800.0,0.635,0.76,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6800.0,0.654,0.76,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6600.0,0.658,0.74,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7000.0,0.654,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6900.0,0.66,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6550.0,0.676,0.735,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6700.0,0.664,0.75,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6750.0,0.678,0.755,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6800.0,0.657,0.76,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7050.0,0.627,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7000.0,0.646,0.78,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",7050.0,0.654,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6700.0,0.633,0.75,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6900.0,0.66,0.77,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6950.0,0.639,0.775,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",7150.0,0.628,0.795,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",7050.0,0.641,0.785,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6550.0,0.657,0.735,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('SVC',)",6700.0,0.634,0.75,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier', 'SVC')",6700.0,0.649,0.75,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
4,"('XGBClassifier',)",6850.0,0.677,0.765,"{'n_estimators': 75, 'learning_rate': 0.01, 'min_child_weight': 0, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 4, 'tree_method': 'hist'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.05, 'probability': True}",0.2
