@relation elevators

@attribute climbRate numeric
@attribute Sgz numeric
@attribute p numeric
@attribute q numeric
@attribute curRoll numeric
@attribute absRoll numeric
@attribute diffClb numeric
@attribute diffRollRate numeric
@attribute diffDiffClb numeric
@attribute SaTime1 numeric
@attribute SaTime2 numeric
@attribute SaTime3 numeric
@attribute SaTime4 numeric
@attribute diffSaTime1 numeric
@attribute diffSaTime2 numeric
@attribute diffSaTime3 numeric
@attribute diffSaTime4 numeric
@attribute Sa numeric
@attribute binaryClass {P,N}

@data
-251,2,0.12,0.3,-0.7,-19,-17,-0.016,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
104,-38,-0.3,0.01,-0.2,-15,10,-0.003,0,-0.0017,-0.0018,-0.0018,-0.0018,0.0001,0,0,0,-0.0018,N
226,-32,-0.23,0.07,-0.8,-16,4,0.005,0.2,-0.0014,-0.0015,-0.0015,-0.0016,0.0001,0,0.0001,0,-0.0016,N
192,-14,0.29,0.18,-0.6,-15,-5,0.008,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,N
-38,-10,0.15,0.27,0.1,-15,-15,-0.011,0.3,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,0,-0.0019,N
-138,-17,-0.17,0.13,0,-15,-1,-0.009,0.1,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,N
-74,-22,-0.26,0.1,-0.6,-16,3,-0.003,-0.3,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,N
-68,-22,-0.26,0.09,-0.7,-16,3,-0.003,-0.1,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0,0,0,-0.0017,N
-62,-22,-0.26,0.09,-0.7,-16,3,-0.003,0,-0.0014,-0.0016,-0.0016,-0.0017,0.0002,0,0.0001,0,-0.0017,N
-46,-24,0.2,0.15,-0.9,-16,-2,0.014,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
-21,-26,0.43,0.09,-0.4,-15,5,0.014,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
-122,-27,0.26,0.2,0.7,-14,-9,-0.013,0.2,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,N
-100,-35,-0.38,0.06,0.6,-14,3,-0.02,0.2,-0.002,-0.002,-0.002,-0.002,0,0,0,0,-0.002,N
-159,-40,-0.32,0.18,-0.9,-16,-4,0.012,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
56,-46,0.4,0.07,-0.7,-16,5,0.013,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
30,-43,0.37,0.15,0.5,-15,-7,-0.008,0.4,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,N
193,-38,-0.14,0.04,1,-14,6,-0.014,-0.2,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0,0,0,-0.0017,N
205,-37,-0.17,0.04,1,-14,6,-0.014,-0.2,-0.0014,-0.0016,-0.0016,-0.0017,0.0002,0,0.0001,0,-0.0017,N
303,-20,-0.04,0.09,0.5,-14,1,0.004,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
287,-15,0.01,0.33,0.5,-14,-10,0.003,-2.6,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
-150,-12,-0.02,0.32,0.5,-14,-19,-0.002,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
49,-22,0.12,-0.05,0.6,-14,14,0.007,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
204,-18,-0.03,0.03,0.7,-14,7,-0.02,-0.5,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,N
221,-11,-0.37,0.12,0.3,-15,-7,-0.019,0.6,-0.0017,-0.0018,-0.0018,-0.0018,0.0001,0,0,0,-0.0018,N
212,-10,-0.4,0.12,0.3,-15,-5,-0.018,0.7,-0.0014,-0.0017,-0.0017,-0.0018,0.0003,0,0.0001,0,-0.0018,N
77,-4,-0.42,0.2,-0.8,-16,-8,0.001,0,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,N
-93,-5,-0.03,0.2,-1.6,-16,-7,0.015,-0.1,-0.0011,-0.001,-0.001,-0.001,-0.0002,0,0,0,-0.001,N
-236,-16,0.16,0.18,-1.3,-16,-5,0.002,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
-266,-19,0.19,-0.02,-1.1,-16,-2,0.006,1.6,-0.001,-0.0011,-0.0011,-0.0012,0.0001,0,0.0001,0,-0.0012,N
21,-25,0.54,-0.04,-0.3,-15,13,0.013,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
165,-20,0.47,0.07,1.1,-14,3,-0.009,0,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
-169,-16,-0.39,0.18,1.8,-13,-10,-0.019,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0001,0,0,0,-0.0015,N
-204,-17,-0.45,0.17,1.6,-13,-10,-0.014,0,-0.0013,-0.0014,-0.0014,-0.0015,0.0002,0,0,0,-0.0015,N
-356,-29,-0.45,0.17,0.4,-15,-7,0.003,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
-341,-39,-0.26,0.04,-0.3,-15,11,0.017,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
206,-44,0.09,-0.12,-0.5,-15,21,0.007,0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
501,-27,0.22,0.04,-0.1,-15,8,0.004,-0.4,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
547,-16,0.25,0.22,0.3,-15,-6,0.001,-2.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
354,-4,0.24,0.28,0.7,-14,-21,-0.002,0,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0,0,0,-0.0011,N
-20,2,0.09,0.57,0.9,-14,-46,-0.016,-1.9,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,N
-609,-16,-0.24,0.25,0.7,-14,-17,-0.015,0.4,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,N
-746,-30,-0.4,-0.11,0.3,-15,-1,-0.015,3.5,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,N
-669,-41,-0.43,0.18,-0.2,-15,4,0.01,-1.9,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,N
-576,-59,-0.15,-0.03,-0.7,-16,16,0.019,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
-226,-73,0.39,-0.08,-0.5,-15,20,0.026,-0.8,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,0,0,-0.0005,N
337,-54,-0.21,0.06,0.3,-15,4,-0.002,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
536,-25,0.13,0.06,0.1,-15,4,0.008,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
561,-19,0.17,0.14,0.2,-15,4,0.007,-0.6,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
-131,11,-0.03,0.22,1.2,-14,-14,-0.009,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
-284,-5,-0.25,0.12,0.7,-14,-3,-0.005,0,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
-293,-7,-0.26,0.12,0.6,-14,-3,-0.004,0,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
-297,-8,-0.27,0.05,0.5,-14,-3,-0.004,0.4,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0,0,0,-0.0011,N
-236,-14,-0.36,0.02,0.1,-15,9,-0.009,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
-219,-15,-0.37,0.03,0.1,-15,8,-0.009,-0.3,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0,0,0,-0.0013,N
-174,-17,-0.39,0.08,-0.3,-15,7,0,-0.3,-0.0008,-0.001,-0.001,-0.0011,0.0001,0,0.0002,0,-0.0011,N
293,-14,0.36,-0.02,-0.3,-15,12,0.017,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,N
421,7,0.43,0.08,1.1,-14,1,-0.003,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
-428,13,-0.21,0.29,2.1,-13,-23,-0.021,0,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
-627,4,-0.39,0.07,1.7,-13,-14,-0.017,3,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
-701,-12,-0.59,0.12,1.1,-14,-4,-0.013,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
-712,-24,-0.68,-0.09,0.4,-15,6,-0.008,2.8,-0.0011,-0.0013,-0.0013,-0.0013,0.0002,0,0,0,-0.0013,P
-339,-44,-0.36,-0.09,-0.9,-16,19,0.02,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
86,-48,0.04,-0.13,-1.2,-16,25,0.022,-0.6,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,P
234,-47,0.13,-0.1,-1.2,-16,24,0.009,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
437,-41,0.19,0,-1,-16,15,0.003,-1.4,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
620,-27,0.22,0.01,-0.7,-16,8,0.001,0.3,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
653,-9,0.26,0.1,-0.3,-15,-5,0.002,0.9,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
305,24,0.13,0.2,0.6,-14,-12,-0.006,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
-290,26,-0.04,0.34,0.8,-14,-26,-0.007,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
-424,7,-0.12,0.04,0.5,-14,4,-0.003,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
-376,1,-0.13,-0.07,0.4,-15,9,-0.002,1.4,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,P
150,-6,0.22,-0.1,0.5,-14,19,0.012,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
393,4,0.22,-0.04,0.9,-14,9,-0.005,0.7,-0.0012,-0.0011,-0.0011,-0.001,-0.0002,0,-0.0002,0,-0.001,N
463,12,0.07,0.08,1.1,-14,-2,-0.014,-0.6,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
-390,23,-0.11,0.19,-0.4,-15,-10,0.002,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
-373,3,0.01,0.08,-0.6,-16,3,0.004,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-208,-8,0.3,0,-0.4,-15,13,0.021,-0.9,-0.0007,-0.0006,-0.0006,-0.0006,-0.0003,0,0,0,-0.0006,N
-194,-16,-0.17,0.12,0.1,-15,-4,-0.02,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,P
-12,-22,-0.59,0.02,-1.1,-16,10,-0.012,0.1,-0.0011,-0.0013,-0.0013,-0.0013,0.0002,0,0,0,-0.0013,P
66,-22,-0.57,0.05,-1.5,-16,9,0.014,-0.6,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
116,-21,-0.48,0.02,-1.9,-17,9,0.018,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
154,-20,-0.41,0.03,-2,-17,10,0.018,0.3,-0.0007,-0.0007,-0.0007,-0.0008,0,0,0.0001,0,-0.0008,N
80,-15,0.14,0.21,-2.3,-17,-7,0.024,-0.6,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
83,-14,0.42,-0.06,-2,-17,16,0.023,2.4,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,P
318,-4,0.62,0.04,-0.5,-15,6,0.002,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
262,6,0.47,0.29,0.6,-14,-21,-0.024,-1.2,-0.0014,-0.0014,-0.0014,-0.0013,0,0,-0.0002,0,-0.0013,N
-195,7,-0.53,0.23,0.5,-14,-15,-0.031,-0.1,-0.0013,-0.0015,-0.0015,-0.0015,0.0002,0,0.0001,0,-0.0015,N
-302,4,-0.66,0.3,0,-15,-15,-0.014,-1.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
-408,0,-0.71,0.23,-0.5,-15,-19,0.002,0.3,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0.0001,0,-0.001,N
-535,-38,0.51,0.1,-1.3,-16,1,0.033,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,N
-530,-42,0.64,0.11,-1.1,-16,1,0.031,-0.3,-0.0007,-0.0007,-0.0007,-0.0004,-0.0002,0,-0.0004,0,-0.0004,P
-558,-47,0.71,0.21,-0.7,-16,-12,0.007,-2.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,-0.0001,0,-0.0008,N
-634,-67,0.33,0.12,0.6,-14,-9,-0.031,1.4,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,P
-431,-91,-0.18,-0.22,0.7,-14,30,-0.014,1.4,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,P
-310,-94,-0.23,-0.15,0.6,-14,29,-0.013,-1.1,-0.0009,-0.001,-0.001,-0.0012,0.0001,0,0.0001,0,-0.0012,P
677,-82,0.02,-0.16,0.2,-15,26,0.007,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
778,-35,0.03,0.13,0.4,-15,-6,-0.002,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
-173,-2,-0.11,0.27,0.1,-15,-19,-0.003,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
-415,-18,-0.11,0.15,-0.3,-15,-6,0.001,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,P
-429,-30,-0.03,0.11,-0.4,-15,2,0.005,-0.7,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
593,-26,0.3,-0.08,0.7,-14,17,0.002,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
583,2,0.14,0.18,1.3,-14,-9,-0.011,-0.5,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
-370,13,-0.05,0.21,0.9,-14,-15,0.003,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
-500,-9,-0.02,0.1,0.8,-14,-3,0.001,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
418,-19,0.05,-0.02,0.2,-15,11,0.011,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
409,-4,0.23,0.13,0.5,-15,-9,0.007,1.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,N
134,7,0.22,0.24,1,-14,-17,-0.004,0,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0,0,0,-0.0009,N
-334,5,0.09,0.34,1.2,-14,-32,-0.009,1.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
-558,-2,0.03,-0.06,1.3,-14,-20,-0.006,5.7,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-335,-22,0.12,-0.08,1.3,-14,15,0.01,0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,P
196,-25,0.39,-0.19,1.9,-13,26,0.011,0.2,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,P
429,-20,0.33,-0.01,2.3,-13,14,-0.017,-2.6,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
534,-6,0.06,0.1,2.6,-12,-8,-0.019,-0.7,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,P
481,3,-0.16,0.21,2.6,-12,-11,-0.023,-2.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
383,9,-0.33,0.25,2.4,-13,-14,-0.022,-1.3,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
-337,11,-0.45,0.38,1.2,-14,-31,0.006,-0.8,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
-333,-11,-0.24,-0.06,0.2,-15,14,0.009,0.7,-0.0006,-0.0006,-0.0006,-0.0008,0,0,0.0002,0,-0.0008,P
134,-16,0.14,-0.16,0.1,-15,26,0.018,-0.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
469,-7,0.23,-0.1,0.5,-15,16,-0.002,0.6,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
595,1,0.21,0.14,0.7,-14,10,-0.004,-3.6,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
535,17,0.11,0.14,0.9,-14,-10,-0.01,0.6,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
-103,35,-0.31,0.22,0.4,-15,-15,-0.008,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
-109,30,-0.31,0.04,-0.2,-15,14,0.002,-1.8,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-105,28,-0.28,0.12,-0.8,-16,-8,0.002,1.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-297,-16,0.1,0.1,1.6,-13,-4,-0.012,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
-104,-26,-0.35,-0.06,1.3,-14,12,-0.02,0.4,-0.0009,-0.001,-0.001,-0.0012,0.0001,0,0.0002,0,-0.0012,P
445,-18,-0.05,-0.1,0.6,-14,20,0.013,-0.1,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0,0,0,-0.0006,P
623,-9,-0.04,-0.05,0.6,-14,15,-0.006,-0.7,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
755,11,-0.13,0.03,0.5,-14,1,-0.007,0.8,-0.0011,-0.001,-0.001,-0.001,-0.0002,0,0,0,-0.001,P
726,26,-0.24,0.2,0.3,-15,-15,-0.011,-1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
699,29,-0.26,0.15,0.3,-15,-14,-0.011,0.8,-0.0008,-0.0011,-0.0011,-0.0011,0.0003,0,0,0,-0.0011,P
553,43,-0.14,0.19,-0.1,-15,-12,0.013,0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,N
-155,55,0.25,0.37,0.1,-15,-32,0.012,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,P
-498,42,0.43,0.2,0.8,-14,-14,0.007,-0.7,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,N
-620,33,0.41,0.24,1.2,-14,-15,-0.01,-1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-610,13,0.25,-0.06,1.8,-13,16,-0.011,-0.6,-0.001,-0.001,-0.001,-0.001,-0.0002,0,0,0,-0.001,P
-382,1,0.03,-0.1,2,-13,19,-0.018,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,P
9,-6,-0.26,-0.14,1.8,-13,23,-0.015,-0.5,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,P
257,-3,-0.34,-0.04,1.4,-14,14,-0.003,-1.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
382,3,-0.36,0.2,1.1,-14,6,-0.004,-3.6,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
134,15,-0.35,0.22,0.2,-15,-14,0.002,-0.3,-0.0008,-0.0008,-0.0008,-0.0009,0,0,0.0001,0,-0.0009,P
-115,15,-0.13,0.2,-0.4,-15,-12,0.01,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,N
-276,10,-0.05,0.21,-0.5,-15,-14,0.003,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-264,-3,-0.02,0.04,-0.6,-15,5,0.001,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-253,-4,-0.01,0.04,-0.6,-15,6,0.001,0.4,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,P
-114,-18,0.53,0.07,0.8,-14,2,0.008,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,P
-204,-22,0.43,0.13,1.7,-13,-9,-0.011,0.6,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
504,-11,-0.36,-0.01,0.3,-15,10,0.001,0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,P
566,12,-0.17,0.1,-0.5,-15,0,0.008,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
451,26,-0.09,0.19,-0.6,-16,-16,0.004,1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
424,28,-0.08,0.19,-0.7,-16,-14,0.004,1.1,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,N
47,38,0.26,0.25,-0.5,-15,-18,0.015,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
14,38,0.29,0.25,-0.4,-15,-18,0.015,0,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,N
-191,36,0.26,0.24,0.1,-15,-17,-0.009,-0.5,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
-423,24,0.09,0.16,0.5,-15,-10,-0.009,0.2,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,P
-482,16,0.1,-0.06,0.5,-14,1,0.009,2.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-453,13,0.13,-0.02,0.6,-14,10,0.008,1.2,-0.001,-0.0009,-0.0009,-0.0007,-0.0002,0,-0.0003,0,-0.0007,P
-159,-3,-0.31,-0.04,0.4,-15,13,-0.017,0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,P
-108,-4,-0.37,-0.03,0.2,-15,13,-0.016,-0.2,-0.001,-0.0011,-0.0011,-0.0012,0.0002,0,0.0001,0,-0.0012,P
327,3,-0.07,-0.03,-0.8,-16,13,0.014,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
506,16,0.21,0.02,-0.6,-16,8,0.015,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
556,21,0.3,0.11,-0.5,-15,8,0.013,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,N
325,43,0.35,0.22,0.6,-14,-15,-0.003,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
-15,48,0.29,0.26,1.1,-14,-22,-0.005,0.4,-0.001,-0.001,-0.001,-0.0009,0,0,-0.0002,0,-0.0009,N
-500,41,0.06,0.34,1.5,-14,-30,-0.014,0.5,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
-759,27,-0.08,0.1,1.4,-14,-6,-0.011,2.5,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
-792,12,-0.19,-0.11,1.3,-14,11,-0.008,3.7,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
184,-24,-0.03,-0.02,-0.5,-15,13,0.009,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,-0.0002,0,0,0,-0.0008,P
594,2,0.06,0,-0.4,-15,10,0.001,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
510,28,0.03,0.18,-0.2,-15,-9,-0.003,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
-462,32,-0.13,0.3,-0.4,-15,-22,-0.007,-0.3,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
-714,12,-0.2,0.19,-0.8,-16,-10,-0.004,-0.5,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,P
-548,-30,0.22,0.03,-0.8,-16,8,0.012,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-374,-41,0.38,-0.21,-0.4,-15,24,0.012,2.6,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
314,-42,0.07,-0.09,0.6,-14,18,-0.014,0,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,P
476,-35,-0.13,0.05,0.6,-14,10,-0.029,-2.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,P
536,-23,-0.47,0.1,0.2,-15,-4,-0.022,-0.3,-0.0011,-0.0013,-0.0013,-0.0013,0.0002,0,0,0,-0.0013,P
528,-19,-0.53,0.05,-0.1,-15,-1,-0.011,1,-0.0009,-0.001,-0.001,-0.0011,0.0001,0,0.0001,0,-0.0011,P
530,-17,-0.54,0.11,-0.2,-15,1,-0.003,0.6,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0,0.0001,0,-0.001,P
448,0,-0.33,0.16,-1.1,-16,-6,0.011,0.1,-0.0007,-0.0007,-0.0007,-0.0008,0,0,0.0001,0,-0.0008,N
166,13,0.03,0.27,-1.4,-16,-16,0.016,-0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,N
-277,11,0.17,0.29,-1.1,-16,-20,0.003,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-329,-2,0.22,0.07,-0.7,-16,2,0.001,-0.6,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-184,-10,0.37,-0.03,-0.3,-15,15,0.014,-0.5,-0.0008,-0.0007,-0.0007,-0.0007,-0.0003,0,0,0,-0.0007,P
72,-12,0.16,0.01,0.6,-14,8,-0.012,-0.1,-0.0013,-0.001,-0.001,-0.001,-0.0003,0,0,0,-0.001,P
115,-11,0.04,0.13,0.7,-14,6,-0.026,-1.4,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,P
28,-8,-0.43,0.15,0.4,-15,-9,-0.029,0.5,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,P
-2,-8,-0.53,0.16,0.2,-15,-8,-0.027,0,-0.0008,-0.001,-0.001,-0.0014,0.0002,0,0.0004,0,-0.0014,P
